nome,idade,perfil_risco,propensao_esg,faixa_propensao,categoria_produto,vence_em_dias,produtos_esg,valor_em_caixa,Renda Fixa,Multimercado,ETF,Renda Variável,Caixa
Cliente 669,75,Agressivo,0.81,Alta,Caixa,39,1,5532.17,15420.14,14273.99,46770.27,18003.43,5532.17
Cliente 670,36,Conservador,0.06,Baixa,ETF,46,0,46499.99,2672.34,15844.64,13972.92,21010.12,46499.99
Cliente 671,75,Agressivo,0.9,Alta,Caixa,72,1,3379.41,41599.47,6623.93,8926.12,39471.07,3379.41
Cliente 672,49,Agressivo,0.65,Média,Renda Variável,9,0,13886.98,2771.05,70030.69,13088.89,222.39,13886.98
Cliente 673,18,Moderado,0.87,Alta,Renda Fixa,142,1,4313.58,52433.24,11001.84,3696.92,28554.43,4313.58
Cliente 674,73,Conservador,0.0,Baixa,ETF,166,0,6324.98,32336.63,44586.44,2409.92,14342.02,6324.98
Cliente 675,22,Conservador,0.17,Baixa,ETF,73,0,48245.56,20648.03,4990.87,10486.01,15629.53,48245.56
Cliente 676,62,Agressivo,0.39,Baixa,ETF,69,0,21279.14,29093.11,1876.07,1624.32,46127.36,21279.14
Cliente 677,21,Agressivo,0.38,Baixa,Multimercado,127,0,6984.38,36423.94,13.2,53865.51,2712.97,6984.38
Cliente 678,33,Moderado,0.23,Baixa,Multimercado,80,1,1111.43,83206.12,4964.87,4844.18,5873.4,1111.43
Cliente 679,41,Moderado,0.38,Baixa,Caixa,58,1,643.87,7025.4,17936.43,61012.97,13381.34,643.87
Cliente 680,33,Moderado,0.13,Baixa,Renda Fixa,11,0,11005.81,32164.2,7690.88,23152.07,25987.05,11005.81
Cliente 681,72,Moderado,0.41,Média,ETF,48,0,14665.53,54072.8,13122.68,1099.29,17039.7,14665.53
Cliente 682,19,Moderado,0.8,Alta,Renda Variável,60,0,19799.11,23519.05,15931.05,35889.45,4861.34,19799.11
Cliente 683,66,Conservador,0.48,Média,Renda Fixa,177,0,19317.8,32746.79,2206.7,8762.32,36966.4,19317.8
Cliente 684,45,Agressivo,0.02,Baixa,Caixa,117,1,1364.6,67664.53,14850.92,7176.65,8943.31,1364.6
Cliente 685,49,Moderado,0.42,Média,Renda Fixa,60,0,13406.92,18781.69,10321.95,52504.91,4984.53,13406.92
Cliente 686,44,Agressivo,0.03,Baixa,Renda Fixa,60,1,10094.26,3391.11,10371.18,11628.15,64515.31,10094.26
Cliente 687,37,Conservador,0.97,Alta,ETF,111,1,25945.93,39559.82,12282.48,20470.52,1741.24,25945.93
Cliente 688,41,Conservador,0.13,Baixa,Renda Fixa,149,0,9191.89,14883.2,34911.21,19819.61,21194.09,9191.89
Cliente 689,29,Conservador,0.71,Média,Caixa,153,0,13241.66,23680.25,54532.14,7713.4,832.56,13241.66
Cliente 690,67,Moderado,0.97,Alta,Renda Variável,171,1,19208.94,13182.5,38697.26,26886.2,2025.11,19208.94
Cliente 691,52,Agressivo,0.83,Alta,ETF,143,0,46872.28,11974.04,5239.5,31859.92,4054.26,46872.28
Cliente 692,77,Conservador,0.7,Média,ETF,157,1,3924.6,34137.27,30535.97,3190.22,28211.94,3924.6
Cliente 693,50,Agressivo,0.84,Alta,Caixa,86,1,31399.58,6030.23,24000.47,24029.64,14540.07,31399.58
Cliente 694,50,Moderado,0.98,Alta,Caixa,175,1,5898.08,20339.4,6884.96,1740.76,65136.79,5898.08
Cliente 695,78,Agressivo,0.62,Média,Multimercado,133,0,2828.42,18287.28,16871.51,27598.9,34413.89,2828.42
Cliente 696,68,Conservador,0.56,Média,Caixa,58,1,17896.73,9927.38,2342.5,40502.4,29330.99,17896.73
Cliente 697,60,Agressivo,0.63,Média,Caixa,0,0,31156.47,37499.64,22161.65,4044.89,5137.34,31156.47
Cliente 698,54,Agressivo,0.53,Média,Multimercado,63,1,5239.39,8885.22,28454.95,48744.35,8676.09,5239.39
Cliente 699,29,Conservador,0.64,Média,Renda Fixa,107,0,28629.27,20786.25,7378.62,37511.41,5694.46,28629.27
Cliente 700,20,Conservador,0.45,Média,Multimercado,58,1,5188.64,1451.66,56034.96,31088.84,6235.9,5188.64
Cliente 701,18,Agressivo,0.22,Baixa,Caixa,121,1,778.56,40249.42,15978.95,42874.39,118.68,778.56
Cliente 702,50,Agressivo,0.12,Baixa,Caixa,150,1,42398.35,2690.88,4963.98,35651.17,14295.62,42398.35
Cliente 703,57,Conservador,0.07,Baixa,ETF,28,0,11013.48,37165.5,4366.08,27154.0,20300.94,11013.48
Cliente 704,27,Agressivo,0.26,Baixa,Renda Fixa,122,1,40913.48,2510.31,30097.76,23654.85,2823.6,40913.48
Cliente 705,60,Agressivo,0.05,Baixa,Renda Fixa,160,0,20457.1,26484.74,9317.08,23186.18,20554.9,20457.1
Cliente 706,61,Agressivo,0.57,Média,Renda Variável,137,1,41778.1,14263.14,12840.47,704.94,30413.35,41778.1
Cliente 707,46,Agressivo,0.28,Baixa,Renda Variável,86,0,4612.33,398.28,63619.08,18349.7,13020.62,4612.33
Cliente 708,30,Agressivo,0.82,Alta,Renda Variável,70,1,14360.88,8117.63,17827.8,8578.56,51115.13,14360.88
Cliente 709,29,Moderado,0.07,Baixa,Caixa,6,0,6160.95,50413.98,30450.6,4807.63,8166.83,6160.95
Cliente 710,48,Moderado,0.23,Baixa,Renda Fixa,120,0,30765.3,32658.82,4115.57,18999.42,13460.91,30765.3
Cliente 711,63,Moderado,0.73,Média,Renda Fixa,32,1,39733.98,29028.57,4712.27,21123.94,5401.24,39733.98
Cliente 712,19,Agressivo,0.6,Média,Renda Variável,41,1,11333.13,21859.56,65088.77,275.14,1443.4,11333.13
Cliente 713,78,Agressivo,0.06,Baixa,Multimercado,77,0,18966.45,24404.06,27099.36,6941.57,22588.56,18966.45
Cliente 714,68,Conservador,0.88,Alta,Caixa,146,0,7612.79,24040.57,22313.7,20104.65,25928.29,7612.79
Cliente 715,67,Agressivo,0.88,Alta,Renda Variável,71,1,28049.62,4584.9,12501.61,33083.53,21780.34,28049.62
Cliente 716,52,Agressivo,0.33,Baixa,Renda Fixa,69,0,8700.36,28562.71,5561.43,33420.57,23754.94,8700.36
Cliente 717,40,Moderado,0.34,Baixa,Multimercado,7,0,37813.47,19628.92,3779.55,22976.51,15801.55,37813.47
Cliente 718,34,Moderado,0.99,Alta,Multimercado,109,0,23046.24,30518.65,18298.97,6406.05,21730.1,23046.24
Cliente 719,43,Moderado,0.63,Média,Renda Fixa,165,1,15560.24,37045.38,15989.97,12871.68,18532.73,15560.24
Cliente 720,25,Conservador,0.53,Média,Renda Variável,91,0,48822.72,1367.75,16286.12,27818.16,5705.25,48822.72
Cliente 721,46,Conservador,0.84,Alta,Renda Fixa,26,0,26934.49,14164.66,21056.87,28033.45,9810.52,26934.49
Cliente 722,43,Conservador,0.29,Baixa,Renda Variável,5,0,22952.79,16450.52,11821.43,6149.26,42626.0,22952.79
Cliente 723,27,Conservador,0.43,Média,Caixa,135,0,45694.13,18094.98,12744.18,22231.84,1234.87,45694.13
Cliente 724,43,Moderado,0.27,Baixa,Renda Fixa,110,1,41830.73,7126.18,35958.59,9839.33,5245.17,41830.73
Cliente 725,79,Moderado,0.79,Alta,ETF,62,1,18286.22,20495.29,20997.12,16477.58,23743.79,18286.22
Cliente 726,51,Conservador,0.57,Média,Renda Fixa,63,0,9446.64,56758.67,12372.58,6878.89,14543.22,9446.64
Cliente 727,68,Agressivo,0.66,Média,Renda Fixa,49,1,24811.16,12188.1,41736.81,17646.12,3617.81,24811.16
Cliente 728,58,Conservador,0.25,Baixa,Renda Fixa,55,1,9367.34,30792.31,8109.94,32328.75,19401.65,9367.34
Cliente 729,24,Agressivo,0.22,Baixa,Caixa,150,0,1254.6,24713.68,20674.82,24360.52,28996.39,1254.6
Cliente 730,21,Agressivo,0.49,Média,Caixa,85,1,15971.52,1266.92,31333.97,21199.23,30228.36,15971.52
Cliente 731,75,Conservador,0.74,Média,Multimercado,122,1,33720.76,22832.96,2852.61,14758.76,25834.92,33720.76
Cliente 732,70,Moderado,0.53,Média,Caixa,40,0,2599.52,18758.08,37209.48,36744.2,4688.72,2599.52
Cliente 733,67,Conservador,0.03,Baixa,Renda Fixa,146,1,6595.13,32860.33,22441.36,31948.21,6154.96,6595.13
Cliente 734,62,Moderado,0.87,Alta,ETF,119,1,3635.17,24558.54,34221.85,10161.48,27422.96,3635.17
Cliente 735,28,Moderado,0.06,Baixa,ETF,66,0,959.9,15075.46,24184.11,58444.93,1335.61,959.9
Cliente 736,46,Conservador,0.96,Alta,ETF,59,1,7881.95,21490.56,20107.72,33368.64,17151.12,7881.95
Cliente 737,73,Moderado,0.03,Baixa,ETF,142,0,37257.69,22088.89,14666.97,23331.09,2655.35,37257.69
Cliente 738,53,Conservador,0.69,Média,Renda Fixa,4,0,9058.03,31622.83,14929.25,32629.81,11760.07,9058.03
Cliente 739,42,Conservador,0.08,Baixa,Renda Variável,94,0,10274.53,843.06,20306.96,29325.04,39250.42,10274.53
Cliente 740,38,Moderado,0.91,Alta,Caixa,22,0,38470.57,4257.32,17451.6,25359.39,14461.12,38470.57
Cliente 741,78,Moderado,0.46,Média,Renda Fixa,39,1,17783.56,40389.55,5211.13,34704.31,1911.46,17783.56
Cliente 742,74,Moderado,0.14,Baixa,ETF,106,1,12234.59,30534.87,51661.34,3331.78,2237.42,12234.59
Cliente 743,53,Moderado,0.34,Baixa,Caixa,89,0,3451.07,28227.4,5728.63,29.74,62563.17,3451.07
Cliente 744,27,Agressivo,0.16,Baixa,ETF,31,1,3971.22,35987.38,24036.98,4916.38,31088.03,3971.22
Cliente 745,54,Conservador,0.17,Baixa,Renda Fixa,75,0,27824.23,23443.79,4814.1,34681.13,9236.75,27824.23
Cliente 746,26,Moderado,0.95,Alta,Renda Fixa,17,1,16877.2,25738.76,33536.38,11163.78,12683.88,16877.2
Cliente 747,41,Moderado,0.45,Média,Caixa,56,0,60734.17,18087.82,323.03,1862.52,18992.45,60734.17
Cliente 748,52,Moderado,0.79,Alta,Caixa,21,0,40109.41,30964.19,10490.82,15003.1,3432.47,40109.41
Cliente 749,66,Agressivo,0.64,Média,ETF,172,0,17878.92,6366.88,46209.75,4688.28,24856.17,17878.92
Cliente 750,52,Agressivo,0.68,Média,ETF,45,1,6266.33,50011.92,18556.32,6304.84,18860.59,6266.33
Cliente 751,65,Moderado,0.13,Baixa,Multimercado,2,0,54015.3,12114.84,19838.06,8688.32,5343.49,54015.3
Cliente 752,53,Agressivo,0.23,Baixa,Renda Fixa,143,0,5901.76,28813.03,15.91,61281.43,3987.86,5901.76
Cliente 753,35,Agressivo,0.79,Alta,Renda Variável,91,1,2245.38,2605.5,85204.74,7513.49,2430.89,2245.38
Cliente 754,66,Agressivo,0.97,Alta,Multimercado,55,0,22043.02,16303.29,42954.36,6312.55,12386.79,22043.02
Cliente 755,56,Agressivo,0.26,Baixa,Multimercado,144,1,11881.83,10305.13,4152.27,40086.72,33574.04,11881.83
Cliente 756,49,Agressivo,0.27,Baixa,Caixa,43,0,39730.63,7311.86,17914.1,8276.77,26766.63,39730.63
Cliente 757,41,Conservador,0.47,Média,Caixa,174,0,1269.81,17369.72,18113.95,4676.37,58570.14,1269.81
Cliente 758,40,Conservador,0.98,Alta,ETF,12,0,9481.45,4163.03,42303.96,32648.28,11403.28,9481.45
Cliente 759,79,Moderado,0.27,Baixa,Multimercado,134,0,37266.05,2615.12,21106.6,34210.64,4801.59,37266.05
Cliente 760,49,Conservador,0.41,Média,ETF,164,1,10061.5,394.1,10367.37,34357.42,44819.61,10061.5
Cliente 761,54,Moderado,0.89,Alta,Multimercado,124,1,10292.64,16540.98,10242.85,21169.33,41754.2,10292.64
Cliente 762,29,Conservador,0.0,Baixa,Renda Fixa,134,1,7545.69,17546.8,6762.66,64316.4,3828.45,7545.69
Cliente 763,66,Moderado,0.04,Baixa,Caixa,113,1,9998.28,23829.31,423.97,36721.16,29027.27,9998.28
Cliente 764,72,Agressivo,0.6,Média,Renda Fixa,91,0,27233.44,21814.19,46434.89,2041.22,2476.27,27233.44
Cliente 765,30,Agressivo,0.91,Alta,Renda Fixa,154,0,12871.0,3737.85,58479.58,7971.96,16939.6,12871.0
Cliente 766,40,Conservador,0.24,Baixa,Renda Variável,142,0,48911.61,942.8,14836.2,7956.0,27353.39,48911.61
Cliente 767,42,Moderado,0.47,Média,Renda Variável,92,1,31186.69,41490.47,16510.93,4796.01,6015.9,31186.69
Cliente 768,52,Agressivo,0.45,Média,ETF,14,0,22816.19,7131.18,34372.42,1890.36,33789.85,22816.19
Cliente 769,58,Conservador,0.47,Média,Caixa,101,0,13407.39,23843.78,19666.83,30684.9,12397.1,13407.39
Cliente 770,47,Agressivo,0.62,Média,ETF,128,1,7629.18,11597.1,72314.07,774.49,7685.16,7629.18
Cliente 771,34,Moderado,0.47,Média,Caixa,119,0,21413.02,29078.38,21621.56,2700.32,25186.73,21413.02
Cliente 772,66,Moderado,0.45,Média,Multimercado,104,0,18006.84,12314.52,5256.71,28829.01,35592.93,18006.84
Cliente 773,79,Agressivo,0.47,Média,ETF,156,1,42142.5,5780.77,15508.83,4902.57,31665.32,42142.5
Cliente 774,37,Conservador,0.59,Média,Multimercado,94,1,35645.8,47692.77,1038.96,14687.22,935.26,35645.8
Cliente 775,65,Moderado,0.54,Média,Renda Variável,127,0,2711.63,73970.09,2505.74,12904.83,7907.71,2711.63
Cliente 776,42,Agressivo,0.85,Alta,Caixa,114,0,54891.99,2749.75,529.86,23304.4,18524.0,54891.99
Cliente 777,39,Conservador,0.05,Baixa,Caixa,40,1,42602.32,2948.32,39513.79,12143.86,2791.71,42602.32
Cliente 778,30,Moderado,0.83,Alta,Renda Variável,63,1,12100.39,6438.73,33341.32,19510.33,28609.23,12100.39
Cliente 779,76,Agressivo,0.84,Alta,Caixa,10,1,3881.79,10281.25,48118.53,9310.75,28407.68,3881.79
Cliente 780,36,Conservador,0.28,Baixa,Multimercado,152,1,6066.2,14393.65,56954.13,17315.5,5270.52,6066.2
Cliente 781,66,Agressivo,0.46,Média,Renda Variável,47,1,8462.36,5901.85,6912.95,76968.16,1754.69,8462.36
Cliente 782,53,Moderado,0.44,Média,Caixa,162,1,15073.77,7544.31,29983.66,1027.4,46370.86,15073.77
Cliente 783,29,Moderado,0.22,Baixa,Caixa,22,0,12638.6,23442.2,30682.94,13293.0,19943.26,12638.6
Cliente 784,78,Moderado,0.4,Baixa,Renda Variável,60,0,6838.97,11675.95,25321.97,17248.0,38915.1,6838.97
Cliente 785,58,Conservador,0.04,Baixa,Caixa,20,1,6825.91,17998.74,39724.03,10561.8,24889.53,6825.91
Cliente 786,36,Agressivo,0.28,Baixa,Renda Fixa,113,1,1259.78,34900.02,7284.8,38833.42,17721.98,1259.78
Cliente 787,29,Agressivo,0.82,Alta,Renda Variável,122,1,993.49,38301.34,18809.84,3331.3,38564.02,993.49
Cliente 788,26,Moderado,0.28,Baixa,Renda Fixa,178,1,25443.03,2143.61,3041.02,50774.59,18597.75,25443.03
Cliente 789,24,Agressivo,0.82,Alta,Renda Variável,125,0,3510.78,5430.46,27624.4,10658.02,52776.34,3510.78
Cliente 790,45,Moderado,0.53,Média,Renda Fixa,83,1,8751.16,4014.76,72752.39,323.0,14158.68,8751.16
Cliente 791,31,Moderado,0.88,Alta,Renda Fixa,97,1,18750.05,12845.14,6485.46,58578.26,3341.09,18750.05
Cliente 792,48,Moderado,0.57,Média,Renda Fixa,113,1,6030.18,34688.08,18197.35,26240.14,14844.26,6030.18
Cliente 793,69,Moderado,0.03,Baixa,Renda Variável,149,0,31545.8,37108.22,9865.85,12554.81,8925.32,31545.8
Cliente 794,36,Moderado,0.68,Média,Renda Variável,73,0,28341.1,7042.56,10598.84,44880.9,9136.61,28341.1
Cliente 795,75,Agressivo,0.04,Baixa,Renda Fixa,71,0,29557.98,28317.67,2472.6,5839.88,33811.87,29557.98
Cliente 796,64,Moderado,0.45,Média,Caixa,49,1,28233.53,33632.76,19307.57,4608.23,14217.91,28233.53
Cliente 797,33,Conservador,0.93,Alta,Multimercado,166,0,14578.35,4860.82,55994.5,660.94,23905.39,14578.35
Cliente 798,70,Conservador,0.17,Baixa,ETF,38,0,38811.32,10857.41,7375.93,29546.84,13408.5,38811.32
Cliente 799,22,Moderado,0.39,Baixa,Renda Variável,50,1,67970.15,1089.38,15365.1,4248.92,11326.46,67970.15
Cliente 800,52,Agressivo,0.73,Média,Caixa,67,0,15065.3,19842.24,12351.77,46580.62,6160.07,15065.3
Cliente 801,29,Moderado,0.88,Alta,ETF,9,1,21045.76,57455.62,13403.53,5876.94,2218.15,21045.76
Cliente 802,42,Moderado,0.67,Média,Renda Fixa,50,1,37618.0,19826.72,30526.3,3008.06,9020.91,37618.0
Cliente 803,69,Moderado,0.26,Baixa,Multimercado,33,1,3078.86,26729.86,1676.07,44110.85,24404.36,3078.86
Cliente 804,76,Moderado,0.67,Média,Renda Fixa,40,0,19615.84,3913.79,32868.06,24624.98,18977.33,19615.84
Cliente 805,38,Moderado,0.3,Baixa,ETF,64,1,21169.98,17439.84,16670.66,1983.13,42736.39,21169.98
Cliente 806,53,Moderado,0.72,Média,Renda Fixa,7,0,47804.56,20917.48,4408.1,5463.39,21406.48,47804.56
Cliente 807,70,Agressivo,0.95,Alta,ETF,92,0,10216.09,80703.42,2533.34,6127.93,419.22,10216.09
Cliente 808,40,Agressivo,0.72,Média,Renda Variável,9,0,6269.05,6399.58,72409.29,11399.97,3522.11,6269.05
Cliente 809,33,Moderado,0.86,Alta,Caixa,156,1,12879.98,56099.29,13640.64,11074.63,6305.46,12879.98
Cliente 810,74,Conservador,0.0,Baixa,Caixa,89,1,62411.25,19439.46,1539.24,4794.38,11815.68,62411.25
Cliente 811,56,Conservador,0.72,Média,Caixa,156,1,21130.08,7250.27,37238.72,7999.0,26381.93,21130.08
Cliente 812,62,Conservador,0.83,Alta,Caixa,41,0,55764.37,19066.41,6628.73,1626.3,16914.18,55764.37
Cliente 813,70,Moderado,0.04,Baixa,ETF,24,1,8479.94,40371.02,4212.44,2022.76,44913.84,8479.94
Cliente 814,59,Moderado,0.87,Alta,Renda Fixa,92,1,6190.26,61059.84,23606.76,9068.78,74.36,6190.26
Cliente 815,75,Moderado,0.26,Baixa,Multimercado,80,1,21217.93,2180.71,16987.7,25951.35,33662.3,21217.93
Cliente 816,56,Moderado,0.67,Média,Caixa,36,0,34608.85,35367.99,773.24,16590.23,12659.7,34608.85
Cliente 817,31,Conservador,0.8,Alta,Multimercado,163,0,25259.03,831.26,9939.33,31384.66,32585.73,25259.03
Cliente 818,48,Moderado,0.66,Média,Caixa,55,1,6213.99,86778.59,1708.07,3119.01,2180.34,6213.99
Cliente 819,75,Conservador,0.09,Baixa,Renda Variável,147,0,418.44,6037.36,42313.61,662.24,50568.35,418.44
Cliente 820,22,Moderado,0.6,Média,Multimercado,92,0,2632.76,34480.4,43429.45,15290.82,4166.57,2632.76
Cliente 821,52,Conservador,0.55,Média,Multimercado,172,1,39919.17,44559.17,7595.81,1455.88,6469.97,39919.17
Cliente 822,40,Agressivo,0.9,Alta,Renda Variável,60,1,20965.59,41619.08,23070.72,4457.5,9887.12,20965.59
Cliente 823,46,Conservador,0.4,Baixa,Caixa,36,0,25180.63,18300.96,37372.74,9722.87,9422.79,25180.63
Cliente 824,60,Agressivo,0.32,Baixa,Caixa,102,1,2860.86,22235.88,21779.63,38405.24,14718.39,2860.86
Cliente 825,28,Moderado,0.75,Média,ETF,18,1,11004.1,14690.84,60434.98,11852.87,2017.21,11004.1
Cliente 826,35,Agressivo,0.41,Média,Multimercado,66,1,1318.47,24141.09,31637.17,28846.13,14057.14,1318.47
Cliente 827,64,Moderado,0.65,Média,Renda Variável,125,1,1759.79,76596.76,13845.58,2361.64,5436.22,1759.79
Cliente 828,29,Agressivo,0.65,Média,Renda Variável,148,1,4878.25,8363.07,21092.67,2435.72,63230.29,4878.25
Cliente 829,26,Agressivo,0.89,Alta,Multimercado,177,0,4047.76,69890.12,3514.84,5823.99,16723.29,4047.76
Cliente 830,27,Moderado,0.6,Média,ETF,47,1,24500.67,9892.15,45092.83,10617.39,9896.96,24500.67
Cliente 831,75,Moderado,0.5,Média,Renda Variável,71,0,1973.52,5707.91,1156.6,534.84,90627.14,1973.52
Cliente 832,61,Moderado,0.14,Baixa,Renda Fixa,11,1,10472.7,1606.56,8923.37,51030.25,27967.12,10472.7
Cliente 833,34,Moderado,0.12,Baixa,Renda Fixa,143,1,10181.48,22510.57,19535.0,44642.68,3130.27,10181.48
Cliente 834,78,Conservador,0.15,Baixa,Renda Fixa,141,0,51299.31,155.19,14683.17,18162.16,15700.18,51299.31
Cliente 835,55,Moderado,0.17,Baixa,ETF,157,1,49827.73,4394.82,6224.65,21037.49,18515.31,49827.73
Cliente 836,24,Moderado,0.64,Média,Caixa,114,0,28090.09,7270.31,9989.0,33269.26,21381.34,28090.09
Cliente 837,63,Moderado,0.74,Média,Renda Fixa,107,0,5786.79,27328.55,4259.13,9655.67,52969.85,5786.79
Cliente 838,30,Agressivo,0.53,Média,ETF,163,1,2002.89,32456.78,15096.42,36219.07,14224.84,2002.89
Cliente 839,57,Moderado,0.83,Alta,Caixa,124,1,11731.9,13627.85,9914.97,50654.37,14070.9,11731.9
Cliente 840,59,Agressivo,0.99,Alta,Renda Variável,37,0,1448.11,9276.29,37615.88,40048.69,11611.03,1448.11
Cliente 841,26,Conservador,0.82,Alta,Renda Variável,7,1,2507.02,10410.19,69011.64,7543.27,10527.88,2507.02
Cliente 842,67,Moderado,0.69,Média,Multimercado,110,1,27172.7,4955.18,37401.27,12974.6,17496.25,27172.7
Cliente 843,44,Moderado,0.53,Média,Renda Fixa,10,0,7014.58,2654.17,7032.05,2362.23,80936.97,7014.58
Cliente 844,75,Moderado,0.45,Média,ETF,61,0,9663.57,1069.54,32054.92,52633.08,4578.88,9663.57
Cliente 845,19,Agressivo,0.08,Baixa,Renda Fixa,79,1,36536.22,7246.7,33192.24,16831.74,6193.09,36536.22
Cliente 846,22,Conservador,0.4,Baixa,Renda Fixa,57,0,49062.34,18936.72,2066.94,20078.28,9855.71,49062.34
Cliente 847,46,Agressivo,0.91,Alta,ETF,52,0,23630.91,30797.32,3785.52,22564.21,19222.04,23630.91
Cliente 848,54,Moderado,0.81,Alta,Renda Variável,147,0,478.79,7754.7,19840.36,69817.29,2108.86,478.79
Cliente 849,55,Moderado,0.22,Baixa,Caixa,44,0,21590.42,33794.74,18109.19,16024.83,10480.82,21590.42
Cliente 850,36,Moderado,0.47,Média,Caixa,121,1,12005.92,9553.04,44410.75,31071.92,2958.38,12005.92
Cliente 851,25,Moderado,0.82,Alta,Renda Fixa,161,1,22866.15,1022.69,18166.61,25896.64,32047.91,22866.15
Cliente 852,65,Moderado,0.07,Baixa,Multimercado,122,0,22626.5,15577.18,4202.05,630.96,56963.31,22626.5
Cliente 853,62,Moderado,0.39,Baixa,ETF,177,0,31532.99,19024.25,1521.78,5493.77,42427.21,31532.99
Cliente 854,18,Conservador,0.85,Alta,Multimercado,98,1,50279.49,20082.75,18761.46,6195.44,4680.87,50279.49
Cliente 855,39,Moderado,0.4,Baixa,Multimercado,7,0,27398.94,11153.64,4495.49,16994.94,39956.99,27398.94
Cliente 856,69,Conservador,0.08,Baixa,ETF,176,0,1723.33,13044.42,8589.95,16809.04,59833.26,1723.33
Cliente 857,34,Moderado,0.54,Média,Renda Variável,33,1,43267.82,30650.75,15431.99,7749.45,2900.0,43267.82
Cliente 858,24,Moderado,0.86,Alta,Renda Variável,37,1,15622.24,18740.74,29361.9,2359.97,33915.15,15622.24
Cliente 859,42,Moderado,0.59,Média,Caixa,106,1,47820.98,31581.92,9093.82,9548.18,1955.1,47820.98
Cliente 860,62,Moderado,0.23,Baixa,Renda Variável,26,0,6829.31,1055.55,2830.51,76465.21,12819.42,6829.31
Cliente 861,21,Conservador,0.38,Baixa,ETF,42,0,28750.24,23711.27,2516.76,30651.75,14369.98,28750.24
Cliente 862,53,Moderado,0.45,Média,Renda Fixa,131,0,69238.73,1872.78,15188.93,8574.77,5124.78,69238.73
Cliente 863,23,Moderado,0.58,Média,Caixa,136,1,5154.87,8497.59,53624.56,1967.65,30755.33,5154.87
Cliente 864,77,Moderado,0.76,Alta,Renda Fixa,62,0,2042.46,26378.65,18743.35,40687.18,12148.37,2042.46
Cliente 865,48,Agressivo,0.1,Baixa,ETF,101,1,26043.99,28655.37,19936.44,9971.35,15392.86,26043.99
Cliente 866,36,Conservador,0.89,Alta,Renda Fixa,117,0,1463.4,19623.77,22733.7,185.77,55993.36,1463.4
Cliente 867,78,Moderado,0.01,Baixa,Renda Variável,63,1,3359.22,21295.67,10832.7,25033.32,39479.1,3359.22
Cliente 868,61,Moderado,0.37,Baixa,Caixa,128,1,10588.88,22742.42,5621.97,19991.33,41055.4,10588.88
Cliente 869,71,Moderado,0.03,Baixa,Caixa,128,1,1543.42,1683.57,3983.11,45084.74,47705.17,1543.42
Cliente 870,56,Conservador,0.39,Baixa,Caixa,88,1,24857.86,5318.22,18712.35,50559.18,552.39,24857.86
Cliente 871,44,Conservador,0.53,Média,Caixa,34,0,56000.5,7481.24,14012.37,15672.54,6833.35,56000.5
Cliente 872,27,Agressivo,0.51,Média,Caixa,100,1,6265.14,11463.2,41517.12,9932.61,30821.93,6265.14
Cliente 873,43,Moderado,0.17,Baixa,Renda Variável,139,0,4069.72,13114.09,32719.41,25394.53,24702.25,4069.72
Cliente 874,36,Moderado,0.65,Média,Caixa,131,1,19749.66,9328.83,22639.96,10993.52,37288.03,19749.66
Cliente 875,56,Moderado,0.04,Baixa,ETF,7,1,35892.81,22405.27,4950.3,30207.92,6543.7,35892.81
Cliente 876,79,Moderado,0.76,Alta,Renda Variável,25,1,39664.5,19500.04,29253.98,4655.72,6925.77,39664.5
Cliente 877,20,Conservador,0.95,Alta,ETF,155,0,28594.76,29659.29,32595.0,1439.39,7711.56,28594.76
Cliente 878,62,Moderado,0.34,Baixa,Renda Fixa,49,1,6990.94,27520.03,5601.23,334.89,59552.92,6990.94
Cliente 879,30,Moderado,0.52,Média,Multimercado,39,0,20444.65,14851.09,28817.09,10203.76,25683.42,20444.65
Cliente 880,67,Agressivo,0.38,Baixa,Renda Variável,75,0,62441.33,5806.68,230.24,13874.03,17647.73,62441.33
Cliente 881,45,Conservador,0.01,Baixa,Renda Variável,164,0,22647.11,13339.54,9334.98,21411.13,33267.24,22647.11
Cliente 882,79,Moderado,0.39,Baixa,Renda Variável,47,0,32417.77,26942.03,13831.24,1387.94,25421.02,32417.77
Cliente 883,75,Moderado,0.79,Alta,Renda Fixa,35,0,8240.83,37406.99,51648.39,1818.47,885.33,8240.83
Cliente 884,37,Moderado,0.6,Média,ETF,120,0,21520.05,13840.81,14546.26,15638.24,34454.63,21520.05
Cliente 885,45,Moderado,0.1,Baixa,Renda Variável,71,0,52924.69,9407.77,17123.29,13006.5,7537.74,52924.69
Cliente 886,25,Moderado,0.85,Alta,Renda Variável,34,0,15986.51,71961.13,8876.63,1491.63,1684.1,15986.51
Cliente 887,78,Agressivo,0.53,Média,Renda Variável,68,0,32978.3,11376.89,9115.06,45456.97,1072.77,32978.3
Cliente 888,58,Agressivo,0.84,Alta,Renda Variável,53,1,21420.01,38248.43,17550.53,19653.16,3127.88,21420.01
Cliente 889,56,Moderado,0.58,Média,Caixa,157,1,33807.33,6080.72,12319.5,34093.35,13699.11,33807.33
Cliente 890,18,Agressivo,0.56,Média,Caixa,45,0,1697.33,18595.52,18231.67,56845.35,4630.13,1697.33
Cliente 891,20,Moderado,0.11,Baixa,Caixa,143,1,24901.42,8762.67,13812.35,14352.89,38170.67,24901.42
